runId,3000,3001,3002,3003,3004,3005,3006,3007,3008,3009,3010,3011,3012,3013,3014,3015,3016,3017,3018,3019,3020,3021,3022,3023,3024,3025,3026,3027,3028,3029,3030
3130,49,18,82,281768,361635,336525,265974,360738,215131,262841,301256,2497031,1531533,2214626,1733875,1169869,1720281,2079654,4283811,1702917,1731145,3085415,5202715,8089973,3658176,5585390,5407245,4094793,9541141,4298109,3966769
3135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3153,49,18,82,264114,348609,342932,260229,380367,215536,264794,276199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3155,49,18,82,277643,338160,332984,235425,380367,220128,270635,276199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3168,0,18,18,0,0,0,0,0,0,0,0,4914,17960,0,13752,4230,69877,0,42660,0,21978,145092,0,98551,113787,95855,0,105386,0,64776,129914
3169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3192,49,18,38,234914,250547,243042,175737,310850,189008,215694,187551,955879,723397,905348,1757793,754816,1255581,1016314,818067,632961,1053537,3794718,3527235,3499829,4340731,4032393,3838434,4944725,5717411,4019819,3511158
3193,49,18,38,234914,250547,243042,175737,310850,189008,215694,187551,955879,723397,905348,1757793,754816,1255581,1016314,818067,632961,1053537,3794718,3527235,3499829,4340731,4032393,3838434,4944725,5717411,4019819,3511158
3194,49,18,38,218834,264047,302829,205423,334760,189218,219051,201510,1630974,904440,1111475,1787682,873430,1280637,1035071,1104818,674951,1080072,3670036,4745968,4944124,4171842,4372464,3959930,5085491,5654008,4565161,5112635
3197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,785429,1028872,355672,366400,740710,619626,508476,1216873,838577,521791
3198,49,18,63,249005,339336,322235,225373,380367,196318,239888,271421,1952515,1498931,2265322,1891378,1486066,1694596,2700841,3403543,1630288,1890848,785429,1028872,355672,366400,740710,619626,508476,1216873,838577,521791
3199,49,18,63,249005,339336,322235,225373,380367,196318,239888,271421,1952515,1498931,2265322,1891378,1486066,1694596,2700841,3403543,1630288,1890848,792937,1037453,346544,375062,773772,584813,510642,1201231,838577,522923
3200,49,18,63,249005,339336,322235,225373,380367,196318,239888,271421,1952515,1498931,2265322,1891378,1486066,1694596,2700841,3403543,1630288,1890848,3794718,3469564,3339341,4340731,4032393,3838434,4848864,5717411,4048329,3511158
3204,49,18,38,218834,264047,302829,205423,334760,189218,219051,201510,1630974,904440,1111475,1787682,873430,1280637,1035071,1104818,674951,1080072,3670036,4745968,4944124,4171842,4372464,3959930,5085491,5654008,4565161,5112635
3206,49,18,63,249005,339336,322235,225373,380367,196318,239888,271421,1952515,1498931,2265322,1891378,1486066,1694596,2700841,3403543,1630288,1890848,4330512,4516616,4459284,4679854,4832146,4456151,5227618,5433949,4447322,4512167
3208,49,18,63,249005,339336,322235,225373,380367,196318,239888,271421,1952515,1498931,2265322,1891378,1486066,1694596,2700841,3403543,1630288,1890848,4475631,4472241,4403232,4947888,4000667,4254255,5164169,7376994,4347281,4664312
3209,49,18,63,249005,339336,322235,225373,380367,196318,239888,271421,1952515,1498931,2265322,1891378,1486066,1694596,2700841,3403543,1630288,1890848,4475631,4472241,4403232,4947888,4000667,4254255,5164169,7376994,4347281,4664312
3210,49,18,63,249005,339336,322235,225373,380367,196318,239888,271421,1952515,1498931,2265322,1891378,1486066,1694596,2700841,3403543,1630288,1890848,4475631,4472241,4403232,4947888,4000667,4254255,5164169,7376994,4347281,4664312
3211,49,18,63,249005,339336,322235,225373,380367,196318,239888,271421,1952515,1498931,2265322,1891378,1486066,1694596,2700841,3403543,1630288,1890848,4475631,4472241,4403232,4947888,4000667,4254255,5164169,7376994,4347281,4664312
3212,49,18,63,249005,339336,322235,225373,380367,196318,239888,271421,1952515,1498931,2265322,1891378,1486066,1694596,2700841,3403543,1630288,1890848,4475631,4472241,4403232,4947888,4000667,4254255,5164169,7376994,4347281,4664312
3213,49,18,38,234914,250547,243042,175737,310850,189008,215694,187551,955879,723397,905348,1757793,754816,1255581,1016314,818067,632961,1053537,3794718,3527235,3499829,4340731,4032393,3838434,4944725,5717411,4019819,3511158
3216,49,18,63,249005,339336,322235,225373,380367,196318,239888,271421,1952515,1498931,2265322,1891378,1486066,1694596,2700841,3403543,1630288,1890848,4475631,4472241,4403232,4947888,4000667,4254255,5164169,7376994,4347281,4664312
3218,49,18,63,249005,339336,322235,225373,380367,196318,239888,271421,1952515,1498931,2265322,1891378,1486066,1694596,2700841,3403543,1630288,1890848,4475631,4472241,4403232,4947888,4000667,4254255,5164169,7376994,4347281,4664312
3219,49,18,38,234914,250547,243042,175737,310850,189008,215694,187551,955879,723397,905348,1757793,754816,1255581,1016314,818067,632961,1053537,3794718,3527235,3499829,4340731,4032393,3838434,4944725,5717411,4019819,3511158
3220,49,18,38,218834,264047,302829,205423,334760,189218,219051,201510,1630974,904440,1111475,1787682,873430,1280637,1035071,1104818,674951,1080072,3670036,4745968,4944124,4171842,4372464,3959930,5085491,5654008,4565161,5112635
3222,0,18,18,0,0,0,0,0,0,0,0,4914,17960,0,13752,4230,69877,0,42660,0,21978,145092,0,98551,113787,95855,0,105386,0,64776,129914
3225,49,18,63,249005,339336,322235,225373,380367,196318,239888,271421,1952515,1498931,2265322,1891378,1486066,1694596,2700841,3403543,1630288,1890848,4475631,4472241,4403232,4947888,4000667,4254255,5164169,7376994,4347281,4664312
3227,49,18,63,249005,339336,322235,225373,380367,196318,239888,271421,1952515,1498931,2265322,1891378,1486066,1694596,2700841,3403543,1630288,1890848,4475631,4472241,4403232,4947888,4000667,4254255,5164169,7376994,4347281,4664312
3228,49,18,63,249005,339336,322235,225373,380367,196318,239888,271421,1952515,1498931,2265322,1891378,1486066,1694596,2700841,3403543,1630288,1890848,0,0,0,0,0,0,0,0,0,0
3229,49,18,63,249005,339336,322235,225373,380367,196318,239888,271421,1952515,1498931,2265322,1891378,1486066,1694596,2700841,3403543,1630288,1890848,4475631,4472241,4403232,4947888,4000667,4254255,5164169,7376994,4347281,4664312
3231,49,18,63,249005,339336,322235,225373,380367,196318,239888,271421,1952515,1498931,2265322,1891378,1486066,1694596,2700841,3403543,1630288,1890848,4475631,4472241,4403232,4947888,4000667,4254255,5164169,7376994,4347281,4664312
3246,49,18,63,249005,339336,322235,225373,380367,196318,239888,271421,1952515,1498931,2265322,1891378,1486066,1694596,2700841,3403543,1630288,1890848,4475631,4472241,4403232,4947888,4000667,4254255,5164169,7376994,4347281,4664312
3247,49,18,63,249005,339336,322235,225373,380367,196318,239888,271421,1952515,1498931,2265322,1891378,1486066,1694596,2700841,3403543,1630288,1890848,4475631,4472241,4403232,4947888,4000667,4254255,5164169,7376994,4347281,4664312
3248,49,18,63,249005,339336,322235,225373,380367,196318,239888,271421,1952515,1498931,2265322,1891378,1486066,1694596,2700841,3403543,1630288,1890848,4475631,4472241,4403232,4947888,4000667,4254255,5164169,7376994,4347281,4664312
3249,49,18,63,249005,339336,322235,225373,380367,196318,239888,271421,1952515,1498931,2265322,1891378,1486066,1694596,2700841,3403543,1630288,1890848,4475631,4472241,4403232,4947888,4000667,4254255,5164169,7376994,4347281,4664312
3253,49,18,65,265670,338160,322951,212277,370720,179952,219224,270870,1869708,1336911,1709743,1942618,746818,1434165,1635033,3200778,1429208,1357588,4209760,8426892,9897564,8882277,7956033,6195329,5686605,2925147,7418814,4248247
3254,49,18,65,265670,338160,322951,212277,370720,179952,219224,270870,1869708,1336911,1709743,1942618,746818,1434165,1635033,3200778,1429208,1357588,4209760,8426892,9897564,8882277,7956033,6195329,5686605,2925147,7418814,4248247
3255,49,18,65,265670,338160,322951,212277,370720,179952,219224,270870,1869708,1336911,1709743,1942618,746818,1434165,1635033,3200778,1429208,1357588,6553136,8426892,9897564,8852251,8569014,6319973,6536922,9538606,7886852,5288771
3256,49,18,65,265670,338160,322951,212277,370720,179952,219224,270870,1869708,1336911,1709743,1942618,746818,1434165,1635033,3200778,1429208,1357588,7419146,7568182,9897564,8852251,8124356,6307661,6592674,14368636,7886852,7014950
3258,49,18,65,265670,338160,322951,212277,370720,179952,219224,270870,1869708,1336911,1709743,1942618,746818,1434165,1635033,3200778,1429208,1357588,7419146,7568182,9897564,8852251,8124356,6307661,6592674,14368636,7886852,7014950
3269,0,18,18,0,0,0,0,0,0,0,0,4914,17960,0,13752,4230,69877,0,42660,0,21978,145092,0,98551,113787,95855,0,105386,0,64776,129914
3272,40,18,45,181316,102465,231910,103624,162124,67925,93871,171761,491208,594885,473939,1276065,425123,733991,407517,800488,530208,650705,2797641,3058439,2851739,2822682,3062246,3366241,3374697,3253208,2944451,2868869
3274,49,18,63,249005,339336,322235,225373,380367,196318,239888,271421,1952515,1498931,2265322,1891378,1486066,1694596,2700841,3403543,1630288,1890848,4475631,4472241,4403232,4947888,4000667,4254255,5164169,7376994,4347281,4664312
3277,0,18,18,0,0,0,0,0,0,0,0,4914,17960,0,13752,4230,69877,0,42660,0,21978,145092,0,98551,113787,95855,0,105386,0,64776,129914
3288,49,18,63,249005,339336,322235,225373,380367,196318,239888,271421,1952515,1498931,2265322,1891378,1486066,1694596,2700841,3403543,1630288,1890848,4475631,4472241,4403232,4947888,4000667,4254255,5164169,7376994,4347281,4664312
3289,49,18,63,249005,339336,322235,225373,380367,196318,239888,271421,1952515,1498931,2265322,1891378,1486066,1694596,2700841,3403543,1630288,1890848,4475631,4472241,4403232,4947888,4000667,4254255,5164169,7376994,4347281,4664312
3290,49,18,63,249005,339336,322235,225373,380367,196318,239888,271421,1952515,1498931,2265322,1891378,1486066,1694596,2700841,3403543,1630288,1890848,4475631,4472241,4403232,4947888,4000667,4254255,5164169,7376994,4347281,4664312
3291,49,18,63,249005,339336,322235,225373,380367,196318,239888,271421,1952515,1498931,2265322,1891378,1486066,1694596,2700841,3403543,1630288,1890848,4475631,4472241,4403232,4947888,4000667,4254255,5164169,7376994,4347281,4664312
3292,49,18,63,249005,339336,322235,225373,380367,196318,239888,271421,1952515,1498931,2265322,1891378,1486066,1694596,2700841,3403543,1630288,1890848,4475631,4472241,4403232,4947888,4000667,4254255,5164169,7376994,4347281,4664312
3293,49,18,63,249005,339336,322235,225373,380367,196318,239888,271421,1952515,1498931,2265322,1891378,1486066,1694596,2700841,3403543,1630288,1890848,4475631,4472241,4403232,4947888,4000667,4254255,5164169,7376994,4347281,4664312
3294,49,18,63,249005,339336,322235,225373,380367,196318,239888,271421,1952515,1498931,2265322,1891378,1486066,1694596,2700841,3403543,1630288,1890848,4475631,4472241,4403232,4947888,4000667,4254255,5164169,7376994,4347281,4664312
3296,49,18,63,249005,339336,322235,225373,380367,196318,239888,271421,1952515,1498931,2265322,1891378,1486066,1694596,2700841,3403543,1630288,1890848,4475631,4472241,4403232,4947888,4000667,4254255,5164169,7376994,4347281,4664312
3297,49,18,63,249005,339336,322235,225373,380367,196318,239888,271421,1952515,1498931,2265322,1891378,1486066,1694596,2700841,3403543,1630288,1890848,4475631,4472241,4403232,4947888,4000667,4254255,5164169,7376994,4347281,4664312
3300,49,18,63,249005,339336,322235,225373,380367,196318,239888,271421,1952515,1498931,2265322,1891378,1486066,1694596,2700841,3403543,1630288,1890848,4475631,4472241,4403232,4947888,4000667,4254255,5164169,7376994,4347281,4664312
3301,49,18,63,249005,339336,322235,225373,380367,196318,239888,271421,1952515,1498931,2265322,1891378,1486066,1694596,2700841,3403543,1630288,1890848,4475631,4472241,4403232,4947888,4000667,4254255,5164169,7376994,4347281,4664312
3302,49,18,63,249005,339336,322235,225373,380367,196318,239888,271421,1952515,1498931,2265322,1891378,1486066,1694596,2700841,3403543,1630288,1890848,4475631,4472241,4403232,4947888,4000667,4254255,5164169,7376994,4347281,4664312
3303,49,18,63,249005,339336,322235,225373,380367,196318,239888,271421,1952515,1498931,2265322,1891378,1486066,1694596,2700841,3403543,1630288,1890848,4475631,4472241,4403232,4947888,4000667,4254255,5164169,7376994,4347281,4664312
3304,49,18,63,249005,339336,322235,225373,380367,196318,239888,271421,1952515,1498931,2265322,1891378,1486066,1694596,2700841,3403543,1630288,1890848,4475631,4472241,4403232,4947888,4000667,4254255,5164169,7376994,4347281,4664312
3305,49,18,63,249005,339336,322235,225373,380367,196318,239888,271421,1952515,1498931,2265322,1891378,1486066,1694596,2700841,3403543,1630288,1890848,4475631,4472241,4403232,4947888,4000667,4254255,5164169,7376994,4347281,4664312
3306,49,18,63,249005,339336,322235,225373,380367,196318,239888,271421,1952515,1498931,2265322,1891378,1486066,1694596,2700841,3403543,1630288,1890848,4475631,4472241,4403232,4947888,4000667,4254255,5164169,7376994,4347281,4664312
3307,49,18,63,249005,339336,322235,225373,380367,196318,239888,271421,1952515,1498931,2265322,1891378,1486066,1694596,2700841,3403543,1630288,1890848,4475631,4472241,4403232,4947888,4000667,4254255,5164169,7376994,4347281,4664312
3308,49,18,63,249005,339336,322235,225373,380367,196318,239888,271421,1952515,1498931,2265322,1891378,1486066,1694596,2700841,3403543,1630288,1890848,4475631,4472241,4403232,4947888,4000667,4254255,5164169,7376994,4347281,4664312
3309,49,18,63,249005,339336,322235,225373,380367,196318,239888,271421,1952515,1498931,2265322,1891378,1486066,1694596,2700841,3403543,1630288,1890848,4475631,4472241,4403232,4947888,4000667,4254255,5164169,7376994,4347281,4664312
3310,49,18,63,249005,339336,322235,225373,380367,196318,239888,271421,1952515,1498931,2265322,1891378,1486066,1694596,2700841,3403543,1630288,1890848,4475631,4472241,4403232,4947888,4000667,4254255,5164169,7376994,4347281,4664312
3311,49,18,63,249005,339336,322235,225373,380367,196318,239888,271421,1952515,1498931,2265322,1891378,1486066,1694596,2700841,3403543,1630288,1890848,4475631,4472241,4403232,4947888,4000667,4254255,5164169,7376994,4347281,4664312
3317,0,18,38,0,0,0,0,0,0,0,0,60783,22232,0,88287,13214,168917,0,132216,0,21978,220276,0,98551,158065,176440,0,105711,0,75452,204423
3319,0,18,38,18994,25712,28907,2422,125408,4944,24564,37664,75273,22232,0,88287,78794,294735,0,132216,0,21978,220276,0,98551,158065,176440,0,105711,0,75452,204423
3322,0,18,38,18994,25712,28907,2422,125408,4944,24564,37664,75273,22232,0,88287,78794,294735,0,132216,0,21978,220276,0,98551,158065,176440,0,105711,0,75452,204423
3325,40,18,45,173857,204866,173450,126849,229860,104440,84270,131672,836016,463354,607505,1210155,458297,1132600,625355,973823,563856,791655,2923986,3517986,2885626,3041779,3104640,3301978,3930880,4152757,3076380,2816273
3327,0,18,38,18994,25712,28127,2422,125408,4944,24564,37664,53770,22232,0,88287,100090,231181,0,85327,0,21978,220276,0,94835,147210,148927,0,102951,0,75452,142607
3328,40,18,45,181316,102465,231910,103624,162124,67925,93871,171761,491208,594885,473939,1276065,425123,733991,407517,800488,530208,650705,2797641,3058439,2851739,2822682,3062246,3366241,3374697,3253208,2944451,2868869
3329,40,18,45,173857,204866,173450,126849,229860,104440,84270,131672,836016,463354,607505,1210155,458297,1132600,625355,973823,563856,791655,2923986,3517986,2885626,3041779,3104640,3301978,3930880,4152757,3076380,2816273
3335,0,18,38,16244,25712,28127,2422,131820,4944,24564,37664,49672,22232,0,129486,76894,114851,0,116647,0,21978,81078,0,41631,220180,162791,0,71411,0,60232,138017
3336,0,18,38,16244,25712,28127,2422,125408,4944,24564,40536,38478,22232,0,67983,78514,123875,0,85327,0,29592,84558,0,41631,148758,138988,0,71411,0,50542,116229
3337,0,18,38,18994,25712,35873,2422,131820,4944,24564,40536,137064,37352,0,129486,197852,351217,0,237659,0,29592,332396,0,126028,282502,298742,0,120004,0,143328,287482
3343,0,18,38,18994,25712,35873,2422,131820,4944,24564,40536,137064,37352,0,129486,197852,351217,0,237659,0,29592,332396,0,126028,282502,298742,0,120004,0,143328,287482
3345,0,18,38,31016,32762,35873,23117,137940,10491,75209,41488,148746,37352,0,178648,239340,590925,0,321495,0,29592,380494,0,286100,405056,732622,28748,167781,4996,295438,375606
3347,49,18,63,249005,339336,322235,225373,380367,196318,239888,271421,1952515,1498931,2265322,1891378,1486066,1694596,2700841,3403543,1630288,1890848,4475631,4472241,4403232,4947888,4000667,4254255,5164169,7376994,4347281,4664312
3348,49,18,63,249005,339336,322235,225373,380367,196318,239888,271421,1952515,1498931,2265322,1891378,1486066,1694596,2700841,3403543,1630288,1890848,4475631,4472241,4403232,4947888,4000667,4254255,5164169,7376994,4347281,4664312
3354,0,18,18,0,0,0,0,0,0,0,0,4914,17960,0,13752,4230,69877,0,42660,0,21978,145092,0,98551,113787,95855,0,105386,0,64776,129914
3355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
