run_id;user_id;instance_id;sub_date;score
10735;1;4598;2017-12-21 17:10:23.918;10738
10735;1;4599;2017-12-21 17:10:23.918;11155
10735;1;4600;2017-12-21 17:10:23.918;26956
10735;1;4601;2017-12-21 17:10:23.918;27259
10735;1;4602;2017-12-21 17:10:23.918;27023
10735;1;4603;2017-12-21 17:10:23.918;11727
10735;1;4604;2017-12-21 17:10:23.918;27080
10796;1;4593;2017-12-22 15:05:12.521;6774
10796;1;4594;2017-12-22 15:05:12.521;6632
10796;1;4595;2017-12-22 15:05:12.521;6755
10796;1;4596;2017-12-22 15:05:12.521;6711
10796;1;4597;2017-12-22 15:05:12.521;6751
10796;1;4598;2017-12-22 15:05:12.521;10762
10796;1;4599;2017-12-22 15:05:12.521;11283
10796;1;4600;2017-12-22 15:05:12.521;26972
10796;1;4601;2017-12-22 15:05:12.521;27281
10796;1;4602;2017-12-22 15:05:12.521;27013
10796;1;4603;2017-12-22 15:05:12.521;11721
10796;1;4604;2017-12-22 15:05:12.521;27163
10834;3272;4593;2017-12-23 17:57:58.052;6782
10834;3272;4594;2017-12-23 17:57:58.052;6571
10834;3272;4595;2017-12-23 17:57:58.052;6747
10834;3272;4596;2017-12-23 17:57:58.052;6745
10834;3272;4597;2017-12-23 17:57:58.052;6685
10834;3272;4598;2017-12-23 17:57:58.052;10767
10834;3272;4599;2017-12-23 17:57:58.052;11164
10834;3272;4600;2017-12-23 17:57:58.052;26947
10834;3272;4601;2017-12-23 17:57:58.052;27233
10834;3272;4602;2017-12-23 17:57:58.052;27008
10834;3272;4603;2017-12-23 17:57:58.052;11715
10834;3272;4604;2017-12-23 17:57:58.052;27125
10835;3272;4593;2017-12-23 18:03:32.253;7599
10835;3272;4594;2017-12-23 18:03:32.253;7520
10835;3272;4595;2017-12-23 18:03:32.253;7735
10835;3272;4596;2017-12-23 18:03:32.253;7483
10835;3272;4597;2017-12-23 18:03:32.253;7584
10835;3272;4598;2017-12-23 18:03:32.253;11939
10835;3272;4599;2017-12-23 18:03:32.253;11809
10835;3272;4600;2017-12-23 18:03:32.253;29712
10835;3272;4601;2017-12-23 18:03:32.253;30660
10835;3272;4602;2017-12-23 18:03:32.253;30070
10835;3272;4603;2017-12-23 18:03:32.253;12935
10835;3272;4604;2017-12-23 18:03:32.253;29953
10839;3272;4593;2017-12-23 18:14:06.532;7858
10839;3272;4594;2017-12-23 18:14:06.532;7595
10839;3272;4595;2017-12-23 18:14:06.532;7363
10839;3272;4596;2017-12-23 18:14:06.532;7844
10839;3272;4597;2017-12-23 18:14:06.532;7531
10839;3272;4598;2017-12-23 18:14:06.532;12422
10839;3272;4599;2017-12-23 18:14:06.532;12044
10839;3272;4600;2017-12-23 18:14:06.532;29715
10839;3272;4601;2017-12-23 18:14:06.532;30328
10839;3272;4602;2017-12-23 18:14:06.532;29760
10839;3272;4603;2017-12-23 18:14:06.532;12977
10839;3272;4604;2017-12-23 18:14:06.532;29723
10842;3272;4593;2017-12-23 18:20:23.553;7801
10842;3272;4594;2017-12-23 18:20:23.553;7799
10842;3272;4595;2017-12-23 18:20:23.553;7624
10842;3272;4596;2017-12-23 18:20:23.553;7726
10842;3272;4597;2017-12-23 18:20:23.553;7705
10842;3272;4598;2017-12-23 18:20:23.553;12344
10842;3272;4599;2017-12-23 18:20:23.553;11946
10842;3272;4600;2017-12-23 18:20:23.553;29523
10842;3272;4601;2017-12-23 18:20:23.553;29751
10842;3272;4602;2017-12-23 18:20:23.553;29901
10842;3272;4603;2017-12-23 18:20:23.553;13439
10842;3272;4604;2017-12-23 18:20:23.553;29371
10844;3274;4593;2017-12-24 11:51:58.081;6768
10844;3274;4594;2017-12-24 11:51:58.081;6617
10844;3274;4595;2017-12-24 11:51:58.081;6743
10844;3274;4596;2017-12-24 11:51:58.081;6675
10844;3274;4597;2017-12-24 11:51:58.081;6710
10844;3274;4598;2017-12-24 11:51:58.081;10804
10844;3274;4599;2017-12-24 11:51:58.081;11168
10844;3274;4600;2017-12-24 11:51:58.081;26923
10844;3274;4601;2017-12-24 11:51:58.081;27298
10844;3274;4602;2017-12-24 11:51:58.081;27012
10844;3274;4603;2017-12-24 11:51:58.081;11724
10844;3274;4604;2017-12-24 11:51:58.081;27106
10845;3274;4593;2017-12-24 11:53:57.368;6802
10845;3274;4594;2017-12-24 11:53:57.368;6606
10845;3274;4595;2017-12-24 11:53:57.368;6671
10845;3274;4596;2017-12-24 11:53:57.368;6729
10845;3274;4597;2017-12-24 11:53:57.368;6685
10845;3274;4598;2017-12-24 11:53:57.368;10751
10845;3274;4599;2017-12-24 11:53:57.368;11141
10845;3274;4600;2017-12-24 11:53:57.368;26938
10845;3274;4601;2017-12-24 11:53:57.368;27272
10845;3274;4602;2017-12-24 11:53:57.368;27021
10845;3274;4603;2017-12-24 11:53:57.368;11722
10845;3274;4604;2017-12-24 11:53:57.368;27080
10847;3274;4593;2017-12-24 13:49:15.19;6782
10847;3274;4594;2017-12-24 13:49:15.19;6621
10847;3274;4595;2017-12-24 13:49:15.19;6715
10847;3274;4596;2017-12-24 13:49:15.19;6687
10847;3274;4597;2017-12-24 13:49:15.19;6709
10847;3274;4598;2017-12-24 13:49:15.19;10732
10847;3274;4599;2017-12-24 13:49:15.19;11141
10847;3274;4600;2017-12-24 13:49:15.19;26935
10847;3274;4601;2017-12-24 13:49:15.19;27271
10847;3274;4602;2017-12-24 13:49:15.19;27030
10847;3274;4603;2017-12-24 13:49:15.19;11695
10847;3274;4604;2017-12-24 13:49:15.19;27086
10848;3274;4593;2017-12-24 14:10:59.517;6753
10848;3274;4594;2017-12-24 14:10:59.517;6667
10848;3274;4595;2017-12-24 14:10:59.517;6692
10848;3274;4596;2017-12-24 14:10:59.517;6652
10848;3274;4597;2017-12-24 14:10:59.517;6677
10848;3274;4598;2017-12-24 14:10:59.517;10804
10848;3274;4599;2017-12-24 14:10:59.517;11177
10848;3274;4600;2017-12-24 14:10:59.517;26969
10848;3274;4601;2017-12-24 14:10:59.517;27252
10848;3274;4602;2017-12-24 14:10:59.517;27006
10848;3274;4603;2017-12-24 14:10:59.517;11768
10848;3274;4604;2017-12-24 14:10:59.517;27167
10849;3274;4593;2017-12-24 14:12:09.734;6760
10849;3274;4594;2017-12-24 14:12:09.734;6588
10849;3274;4595;2017-12-24 14:12:09.734;6747
10849;3274;4596;2017-12-24 14:12:09.734;6704
10849;3274;4597;2017-12-24 14:12:09.734;6716
10849;3274;4598;2017-12-24 14:12:09.734;10759
10849;3274;4599;2017-12-24 14:12:09.734;11150
10849;3274;4600;2017-12-24 14:12:09.734;26984
10849;3274;4601;2017-12-24 14:12:09.734;27273
10849;3274;4602;2017-12-24 14:12:09.734;27054
10849;3274;4603;2017-12-24 14:12:09.734;11764
10849;3274;4604;2017-12-24 14:12:09.734;27130
10852;3274;4593;2017-12-24 14:40:48.127;6818
10852;3274;4594;2017-12-24 14:40:48.127;6623
10852;3274;4595;2017-12-24 14:40:48.127;6719
10852;3274;4596;2017-12-24 14:40:48.127;6708
10852;3274;4597;2017-12-24 14:40:48.127;6726
10852;3274;4598;2017-12-24 14:40:48.127;10795
10852;3274;4599;2017-12-24 14:40:48.127;11187
10852;3274;4600;2017-12-24 14:40:48.127;26940
10852;3274;4601;2017-12-24 14:40:48.127;27267
10852;3274;4602;2017-12-24 14:40:48.127;27031
10852;3274;4603;2017-12-24 14:40:48.127;11753
10852;3274;4604;2017-12-24 14:40:48.127;27102
10853;3274;4593;2017-12-24 14:41:42.14;6761
10853;3274;4594;2017-12-24 14:41:42.14;6589
10853;3274;4595;2017-12-24 14:41:42.14;6755
10853;3274;4596;2017-12-24 14:41:42.14;6723
10853;3274;4597;2017-12-24 14:41:42.14;6722
10853;3274;4598;2017-12-24 14:41:42.14;10770
10853;3274;4599;2017-12-24 14:41:42.14;11141
10853;3274;4600;2017-12-24 14:41:42.14;26923
10853;3274;4601;2017-12-24 14:41:42.14;27265
10853;3274;4602;2017-12-24 14:41:42.14;27044
10853;3274;4603;2017-12-24 14:41:42.14;11739
10853;3274;4604;2017-12-24 14:41:42.14;27093
10892;3272;4593;2017-12-27 17:53:53.451;6718
10892;3272;4594;2017-12-27 17:53:53.451;6561
10892;3272;4595;2017-12-27 17:53:53.451;6671
10892;3272;4596;2017-12-27 17:53:53.451;6733
10892;3272;4597;2017-12-27 17:53:53.451;6685
10892;3272;4598;2017-12-27 17:53:53.451;10750
10892;3272;4599;2017-12-27 17:53:53.451;11166
10892;3272;4600;2017-12-27 17:53:53.451;27064
10892;3272;4601;2017-12-27 17:53:53.451;27233
10892;3272;4602;2017-12-27 17:53:53.451;27001
10892;3272;4603;2017-12-27 17:53:53.451;11676
10892;3272;4604;2017-12-27 17:53:53.451;27080
10893;3272;4593;2017-12-27 17:59:36.522;6748
10893;3272;4594;2017-12-27 17:59:36.522;6561
10893;3272;4595;2017-12-27 17:59:36.522;6671
10893;3272;4596;2017-12-27 17:59:36.522;6636
10893;3272;4597;2017-12-27 17:59:36.522;6685
10893;3272;4598;2017-12-27 17:59:36.522;10750
10893;3272;4599;2017-12-27 17:59:36.522;11141
10893;3272;4600;2017-12-27 17:59:36.522;26902
10893;3272;4601;2017-12-27 17:59:36.522;27278
10893;3272;4602;2017-12-27 17:59:36.522;27001
10893;3272;4603;2017-12-27 17:59:36.522;11725
10893;3272;4604;2017-12-27 17:59:36.522;27080
10894;3272;4593;2017-12-27 18:00:49.205;6799
10894;3272;4594;2017-12-27 18:00:49.205;6658
10894;3272;4595;2017-12-27 18:00:49.205;6671
10894;3272;4596;2017-12-27 18:00:49.205;6758
10894;3272;4597;2017-12-27 18:00:49.205;6806
10894;3272;4598;2017-12-27 18:00:49.205;10750
10894;3272;4599;2017-12-27 18:00:49.205;11141
10894;3272;4600;2017-12-27 18:00:49.205;26923
10894;3272;4601;2017-12-27 18:00:49.205;27233
10894;3272;4602;2017-12-27 18:00:49.205;27085
10894;3272;4603;2017-12-27 18:00:49.205;11758
10894;3272;4604;2017-12-27 18:00:49.205;27150
10895;3272;4593;2017-12-27 18:02:05.338;6818
10895;3272;4594;2017-12-27 18:02:05.338;6683
10895;3272;4595;2017-12-27 18:02:05.338;6671
10895;3272;4596;2017-12-27 18:02:05.338;6636
10895;3272;4597;2017-12-27 18:02:05.338;6758
10895;3272;4598;2017-12-27 18:02:05.338;10813
10895;3272;4599;2017-12-27 18:02:05.338;11141
10895;3272;4600;2017-12-27 18:02:05.338;26984
10895;3272;4601;2017-12-27 18:02:05.338;27233
10895;3272;4602;2017-12-27 18:02:05.338;27001
10895;3272;4603;2017-12-27 18:02:05.338;11788
10895;3272;4604;2017-12-27 18:02:05.338;27080
10912;3285;4593;2017-12-28 12:28:04.488;6769
10912;3285;4594;2017-12-28 12:28:04.488;6639
10912;3285;4595;2017-12-28 12:28:04.488;6712
10912;3285;4596;2017-12-28 12:28:04.488;6707
10912;3285;4597;2017-12-28 12:28:04.488;6740
10912;3285;4598;2017-12-28 12:28:04.488;10816
10912;3285;4599;2017-12-28 12:28:04.488;11211
10912;3285;4600;2017-12-28 12:28:04.488;26902
10912;3285;4601;2017-12-28 12:28:04.488;27304
10912;3285;4602;2017-12-28 12:28:04.488;27036
10912;3285;4603;2017-12-28 12:28:04.488;11745
10912;3285;4604;2017-12-28 12:28:04.488;27133
10982;3290;4593;2017-12-30 09:44:43.258;6806
10982;3290;4594;2017-12-30 09:44:43.258;6588
10982;3290;4595;2017-12-30 09:44:43.258;6725
10982;3290;4596;2017-12-30 09:44:43.258;6678
10982;3290;4597;2017-12-30 09:44:43.258;6759
10982;3290;4598;2017-12-30 09:44:43.258;10757
10982;3290;4599;2017-12-30 09:44:43.258;11160
10982;3290;4600;2017-12-30 09:44:43.258;26991
10982;3290;4601;2017-12-30 09:44:43.258;27288
10982;3290;4602;2017-12-30 09:44:43.258;27019
10982;3290;4603;2017-12-30 09:44:43.258;11950
10982;3290;4604;2017-12-30 09:44:43.258;27114
10983;3290;4593;2017-12-30 10:02:52.97;7737
10983;3290;4594;2017-12-30 10:02:52.97;7754
10983;3290;4595;2017-12-30 10:02:52.97;7797
10983;3290;4596;2017-12-30 10:02:52.97;7887
10983;3290;4597;2017-12-30 10:02:52.97;8207
10983;3290;4598;2017-12-30 10:02:52.97;12455
10983;3290;4599;2017-12-30 10:02:52.97;12549
10983;3290;4600;2017-12-30 10:02:52.97;30411
10983;3290;4601;2017-12-30 10:02:52.97;30766
10983;3290;4602;2017-12-30 10:02:52.97;30650
10983;3290;4603;2017-12-30 10:02:52.97;13223
10983;3290;4604;2017-12-30 10:02:52.97;30613
10984;3290;4593;2017-12-30 11:34:15.589;6718
10984;3290;4594;2017-12-30 11:34:15.589;7598
10984;3290;4595;2017-12-30 11:34:15.589;8095
10984;3290;4596;2017-12-30 11:34:15.589;6636
10984;3290;4597;2017-12-30 11:34:15.589;6679
10984;3290;4598;2017-12-30 11:34:15.589;11741
10984;3290;4599;2017-12-30 11:34:15.589;11396
10984;3290;4600;2017-12-30 11:34:15.589;26902
10984;3290;4601;2017-12-30 11:34:15.589;27282
10984;3290;4602;2017-12-30 11:34:15.589;27100
10984;3290;4603;2017-12-30 11:34:15.589;11798
10984;3290;4604;2017-12-30 11:34:15.589;27080
10989;3291;4593;2017-12-30 17:02:18.846;6788
10989;3291;4594;2017-12-30 17:02:18.846;6611
10989;3291;4595;2017-12-30 17:02:18.846;6697
10989;3291;4596;2017-12-30 17:02:18.846;6660
10989;3291;4597;2017-12-30 17:02:18.846;6725
10989;3291;4598;2017-12-30 17:02:18.846;10790
10989;3291;4599;2017-12-30 17:02:18.846;11141
10989;3291;4600;2017-12-30 17:02:18.846;26979
10989;3291;4601;2017-12-30 17:02:18.846;27292
10989;3291;4602;2017-12-30 17:02:18.846;27024
10989;3291;4603;2017-12-30 17:02:18.846;11719
10989;3291;4604;2017-12-30 17:02:18.846;27080
11018;3294;4593;2018-01-01 21:29:12.969;6758
11018;3294;4594;2018-01-01 21:29:12.969;6615
11018;3294;4595;2018-01-01 21:29:12.969;6706
11018;3294;4596;2018-01-01 21:29:12.969;6721
11018;3294;4597;2018-01-01 21:29:12.969;6714
11018;3294;4598;2018-01-01 21:29:12.969;10771
11018;3294;4599;2018-01-01 21:29:12.969;11174
11018;3294;4600;2018-01-01 21:29:12.969;26941
11018;3294;4601;2018-01-01 21:29:12.969;27255
11018;3294;4602;2018-01-01 21:29:12.969;27041
11018;3294;4603;2018-01-01 21:29:12.969;11724
11018;3294;4604;2018-01-01 21:29:12.969;27106
11019;3294;4593;2018-01-01 21:33:17.604;0
11019;3294;4594;2018-01-01 21:33:17.604;0
11019;3294;4595;2018-01-01 21:33:17.604;0
11019;3294;4596;2018-01-01 21:33:17.604;0
11019;3294;4597;2018-01-01 21:33:17.604;0
11019;3294;4598;2018-01-01 21:33:17.604;0
11019;3294;4599;2018-01-01 21:33:17.604;0
11019;3294;4600;2018-01-01 21:33:17.604;0
11019;3294;4601;2018-01-01 21:33:17.604;0
11019;3294;4602;2018-01-01 21:33:17.604;0
11019;3294;4603;2018-01-01 21:33:17.604;0
11019;3294;4604;2018-01-01 21:33:17.604;0
11021;3294;4593;2018-01-01 21:34:57.915;6734
11021;3294;4594;2018-01-01 21:34:57.915;6581
11021;3294;4595;2018-01-01 21:34:57.915;6693
11021;3294;4596;2018-01-01 21:34:57.915;6777
11021;3294;4597;2018-01-01 21:34:57.915;6727
11021;3294;4598;2018-01-01 21:34:57.915;10742
11021;3294;4599;2018-01-01 21:34:57.915;11141
11021;3294;4600;2018-01-01 21:34:57.915;26902
11021;3294;4601;2018-01-01 21:34:57.915;27264
11021;3294;4602;2018-01-01 21:34:57.915;27055
11021;3294;4603;2018-01-01 21:34:57.915;11731
11021;3294;4604;2018-01-01 21:34:57.915;27125
11023;3294;4593;2018-01-01 21:36:26.795;6718
11023;3294;4594;2018-01-01 21:36:26.795;6571
11023;3294;4595;2018-01-01 21:36:26.795;6740
11023;3294;4596;2018-01-01 21:36:26.795;6638
11023;3294;4597;2018-01-01 21:36:26.795;6682
11023;3294;4598;2018-01-01 21:36:26.795;10770
11023;3294;4599;2018-01-01 21:36:26.795;11177
11023;3294;4600;2018-01-01 21:36:26.795;26907
11023;3294;4601;2018-01-01 21:36:26.795;27303
11023;3294;4602;2018-01-01 21:36:26.795;27038
11023;3294;4603;2018-01-01 21:36:26.795;11711
11023;3294;4604;2018-01-01 21:36:26.795;27146
11068;3247;4593;2018-01-03 15:45:34.861;7840
11068;3247;4594;2018-01-03 15:45:34.861;7591
11068;3247;4595;2018-01-03 15:45:34.861;7755
11068;3247;4596;2018-01-03 15:45:34.861;7885
11068;3247;4597;2018-01-03 15:45:34.861;7729
11068;3247;4598;2018-01-03 15:45:34.861;12796
11068;3247;4599;2018-01-03 15:45:34.861;12556
11068;3247;4600;2018-01-03 15:45:34.861;30121
11068;3247;4601;2018-01-03 15:45:34.861;31202
11068;3247;4602;2018-01-03 15:45:34.861;30355
11068;3247;4603;2018-01-03 15:45:34.861;13576
11068;3247;4604;2018-01-03 15:45:34.861;30447
11069;3247;4593;2018-01-03 15:46:11.634;6776
11069;3247;4594;2018-01-03 15:46:11.634;6596
11069;3247;4595;2018-01-03 15:46:11.634;6699
11069;3247;4596;2018-01-03 15:46:11.634;6649
11069;3247;4597;2018-01-03 15:46:11.634;6751
11069;3247;4598;2018-01-03 15:46:11.634;10750
11069;3247;4599;2018-01-03 15:46:11.634;11156
11069;3247;4600;2018-01-03 15:46:11.634;26929
11069;3247;4601;2018-01-03 15:46:11.634;27284
11069;3247;4602;2018-01-03 15:46:11.634;27018
11069;3247;4603;2018-01-03 15:46:11.634;11736
11069;3247;4604;2018-01-03 15:46:11.634;27102
11070;3247;4593;2018-01-03 15:47:48.262;0
11070;3247;4594;2018-01-03 15:47:48.262;0
11070;3247;4595;2018-01-03 15:47:48.262;0
11070;3247;4596;2018-01-03 15:47:48.262;0
11070;3247;4597;2018-01-03 15:47:48.262;0
11070;3247;4598;2018-01-03 15:47:48.262;0
11070;3247;4599;2018-01-03 15:47:48.262;0
11070;3247;4600;2018-01-03 15:47:48.262;0
11070;3247;4601;2018-01-03 15:47:48.262;0
11070;3247;4602;2018-01-03 15:47:48.262;0
11070;3247;4603;2018-01-03 15:47:48.262;0
11070;3247;4604;2018-01-03 15:47:48.262;0
11074;3247;4593;2018-01-03 15:53:39.005;6911
11074;3247;4594;2018-01-03 15:53:39.005;6561
11074;3247;4595;2018-01-03 15:53:39.005;6705
11074;3247;4596;2018-01-03 15:53:39.005;6752
11074;3247;4597;2018-01-03 15:53:39.005;6715
11074;3247;4598;2018-01-03 15:53:39.005;10742
11074;3247;4599;2018-01-03 15:53:39.005;11210
11074;3247;4600;2018-01-03 15:53:39.005;26927
11074;3247;4601;2018-01-03 15:53:39.005;27292
11074;3247;4602;2018-01-03 15:53:39.005;27028
11074;3247;4603;2018-01-03 15:53:39.005;11781
11074;3247;4604;2018-01-03 15:53:39.005;27112
11075;3247;4593;2018-01-03 15:54:29.468;6754
11075;3247;4594;2018-01-03 15:54:29.468;6625
11075;3247;4595;2018-01-03 15:54:29.468;6735
11075;3247;4596;2018-01-03 15:54:29.468;6687
11075;3247;4597;2018-01-03 15:54:29.468;6772
11075;3247;4598;2018-01-03 15:54:29.468;10750
11075;3247;4599;2018-01-03 15:54:29.468;11157
11075;3247;4600;2018-01-03 15:54:29.468;26909
11075;3247;4601;2018-01-03 15:54:29.468;27301
11075;3247;4602;2018-01-03 15:54:29.468;27042
11075;3247;4603;2018-01-03 15:54:29.468;11731
11075;3247;4604;2018-01-03 15:54:29.468;27080
11078;3247;4593;2018-01-03 15:59:14.5;0
11078;3247;4594;2018-01-03 15:59:14.5;0
11078;3247;4595;2018-01-03 15:59:14.5;0
11078;3247;4596;2018-01-03 15:59:14.5;0
11078;3247;4597;2018-01-03 15:59:14.5;0
11078;3247;4598;2018-01-03 15:59:14.5;0
11078;3247;4599;2018-01-03 15:59:14.5;0
11078;3247;4600;2018-01-03 15:59:14.5;0
11078;3247;4601;2018-01-03 15:59:14.5;0
11078;3247;4602;2018-01-03 15:59:14.5;0
11078;3247;4603;2018-01-03 15:59:14.5;0
11078;3247;4604;2018-01-03 15:59:14.5;0
11080;1;4593;2018-01-03 16:11:58.61;6797
11080;1;4594;2018-01-03 16:11:58.61;6561
11080;1;4595;2018-01-03 16:11:58.61;6740
11080;1;4596;2018-01-03 16:11:58.61;6713
11080;1;4597;2018-01-03 16:11:58.61;6717
11080;1;4598;2018-01-03 16:11:58.61;10774
11080;1;4599;2018-01-03 16:11:58.61;11190
11080;1;4600;2018-01-03 16:11:58.61;26952
11080;1;4601;2018-01-03 16:11:58.61;27288
11080;1;4602;2018-01-03 16:11:58.61;27073
11080;1;4603;2018-01-03 16:11:58.61;11676
11080;1;4604;2018-01-03 16:11:58.61;27118
11083;3247;4593;2018-01-03 16:14:23.378;6797
11083;3247;4594;2018-01-03 16:14:23.378;6611
11083;3247;4595;2018-01-03 16:14:23.378;6691
11083;3247;4596;2018-01-03 16:14:23.378;6671
11083;3247;4597;2018-01-03 16:14:23.378;6704
11083;3247;4598;2018-01-03 16:14:23.378;10813
11083;3247;4599;2018-01-03 16:14:23.378;11236
11083;3247;4600;2018-01-03 16:14:23.378;26948
11083;3247;4601;2018-01-03 16:14:23.378;27327
11083;3247;4602;2018-01-03 16:14:23.378;27001
11083;3247;4603;2018-01-03 16:14:23.378;11820
11083;3247;4604;2018-01-03 16:14:23.378;27080
11084;3247;4593;2018-01-03 16:14:49.61;6763
11084;3247;4594;2018-01-03 16:14:49.61;6605
11084;3247;4595;2018-01-03 16:14:49.61;6714
11084;3247;4596;2018-01-03 16:14:49.61;6694
11084;3247;4597;2018-01-03 16:14:49.61;6714
11084;3247;4598;2018-01-03 16:14:49.61;10750
11084;3247;4599;2018-01-03 16:14:49.61;11189
11084;3247;4600;2018-01-03 16:14:49.61;26937
11084;3247;4601;2018-01-03 16:14:49.61;27235
11084;3247;4602;2018-01-03 16:14:49.61;27077
11084;3247;4603;2018-01-03 16:14:49.61;11733
11084;3247;4604;2018-01-03 16:14:49.61;27161
11085;3247;4593;2018-01-03 16:15:14.376;6743
11085;3247;4594;2018-01-03 16:15:14.376;6631
11085;3247;4595;2018-01-03 16:15:14.376;6747
11085;3247;4596;2018-01-03 16:15:14.376;6682
11085;3247;4597;2018-01-03 16:15:14.376;6725
11085;3247;4598;2018-01-03 16:15:14.376;10802
11085;3247;4599;2018-01-03 16:15:14.376;11169
11085;3247;4600;2018-01-03 16:15:14.376;26902
11085;3247;4601;2018-01-03 16:15:14.376;27233
11085;3247;4602;2018-01-03 16:15:14.376;27050
11085;3247;4603;2018-01-03 16:15:14.376;11706
11085;3247;4604;2018-01-03 16:15:14.376;27106
11086;1;4593;2018-01-03 16:16:43.409;0
11086;1;4594;2018-01-03 16:16:43.409;0
11086;1;4595;2018-01-03 16:16:43.409;0
11086;1;4596;2018-01-03 16:16:43.409;0
11086;1;4597;2018-01-03 16:16:43.409;0
11086;1;4598;2018-01-03 16:16:43.409;0
11086;1;4599;2018-01-03 16:16:43.409;0
